mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
0.00079803466796875,0.0003990173909677789,0.0009972572326660157,3.1629798797182086e-07,1e-10,{'var_smoothing': 1e-10},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009972095489501954,1.1680077279964343e-07,0.000997781753540039,3.9895058943465975e-07,1e-11,{'var_smoothing': 1e-11},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0007979393005371094,0.00039896977849652576,0.0007975101470947266,0.00039875528381182456,1e-12,{'var_smoothing': 1e-12},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009971141815185546,4.1019083342755444e-07,0.0005983352661132812,0.0004885387998700752,1e-13,{'var_smoothing': 1e-13},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0013967037200927734,0.0007978440755980325,0.0009970664978027344,0.0,1e-14,{'var_smoothing': 1e-14},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009975910186767578,5.722045898437501e-07,0.0007978439331054688,0.0003989220805467794,1e-15,{'var_smoothing': 1e-15},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0011969566345214843,0.00039942291240743565,0.0009977340698242188,7.747686771999321e-07,1e-16,{'var_smoothing': 1e-16},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009973526000976562,5.309833872633002e-07,0.0007975578308105468,0.00039877932878176574,1e-17,{'var_smoothing': 1e-17},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009974956512451172,4.1019083342755444e-07,0.0009978771209716796,5.761645304486548e-07,1e-18,{'var_smoothing': 1e-18},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009979724884033204,6.106495129998063e-07,0.0007974624633789063,0.00039873143127443705,1e-19,{'var_smoothing': 1e-19},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
